"","bo_year_rank","worldwidegross","domesticgross","overseasgross","runtimeMinutes","averageRating","numVotes","Hcluster","km.cluster"
"1824",141,27100000,19500000,7600000,114,6.2,62112,6,4
"1825",141,21400000,20300000,1200000,103,5,6469,5,3
"1826",141,27100000,13400000,13700000,169,7.7,35,7,1
"1827",141,21100000,12800000,8300000,93,7.3,77858,8,8
"1828",141,21400000,2900000,18500000,141,7.8,73410,6,2
"1829",141,24200000,10700000,13500000,115,5.8,36693,5,4
"1830",142,21800000,287000,21500000,85,6.6,896,8,8
"1831",142,10900000,10500000,351000,96,5.2,8055,5,4
"1832",142,19800000,16500000,3200000,100,5.5,27090,5,4
"1833",142,26900000,3400000,23400000,213,7.6,27274,2,1
"1834",142,25300000,5900000,19400000,101,5.4,32883,5,4
"1835",142,21000000,14700000,6200000,107,4.8,18684,5,3
"1836",142,19600000,14200000,5400000,111,5.8,11463,5,4
"1837",142,23100000,12600000,10500000,115,6.3,61184,6,2
"1838",142,21300000,17800000,3500000,78,7.4,5989,8,8
"1839",142,13100000,10800000,2300000,116,6.1,11587,8,4
"1840",143,17600000,14700000,3000000,112,6.2,6700,8,4
"1841",143,13100000,10400000,2700000,86,5.4,13320,5,4
"1842",143,15400000,14200000,1200000,96,5.6,12608,5,4
"1843",143,16900000,16700000,227000,91,5.2,9151,5,4
"1844",143,19300000,2200000,17100000,144,7.8,63542,6,2
"1845",143,19800000,6700000,13100000,127,7.9,85938,6,2
"1846",143,25600000,17700000,7900000,86,5.2,51837,5,4
"1847",143,21000000,724000,20300000,106,6.3,10453,8,8
"1848",144,22800000,5900000,16900000,118,7.9,164233,6,2
"1849",144,12200000,1300000,10900000,102,7.5,5022,8,8
"1850",144,10500000,9700,10500000,103,6.1,11137,5,4
"1851",144,16900000,14400000,2400000,103,5.8,22061,5,4
"1852",144,16900000,10300000,6700000,118,7.1,46063,6,2
"1853",144,25000000,19100000,5900000,113,5.8,23130,5,4
"1854",144,26400000,20700000,5700000,104,5.8,19413,5,4
"1855",144,19700000,8000000,11600000,133,5.4,49167,7,1
"1856",145,18000000,17500000,480000,103,7.2,77264,8,8
"1857",145,15900000,1400000,14500000,101,6.2,20703,5,4
"1858",145,16900000,14000000,2800000,93,6.4,41604,8,8
"1859",145,14800000,7000000,7800000,78,7.8,48233,7,8
"1860",145,16800000,15700000,1100000,84,5.8,14208,5,4
"1861",145,24100000,2100000,22000000,166,7.7,20243,7,1
"1862",145,24900000,21600000,3300000,102,5.5,93682,5,4
"1863",145,20500000,20200000,310000,117,6.3,16435,8,2
"1864",146,22500000,1500000,21000000,99,7.1,25333,8,8
"1865",146,14900000,7200000,7700000,103,5.6,1198,5,4
"1866",146,10200000,5000000,5200000,92,5.3,9598,5,4
"1867",146,16800000,6600000,10200000,114,6.2,32003,8,4
"1868",146,17800000,10300000,7600000,101,5.5,35931,5,4
"1869",146,19000000,12500000,6600000,102,6.5,75121,8,8
"1870",146,23000000,18600000,4400000,104,5.3,35993,5,4
"1871",146,24400000,1400000,23100000,149,6.6,11734,7,1
"1872",146,19700000,3200000,16500000,129,7.3,26476,6,2
"1873",146,19400000,15000000,4400000,110,7.2,226094,6,2
"1874",146,19100000,5800000,13300000,90,5.6,78370,5,4
"1875",147,14800000,7900000,6900000,120,6.4,42631,6,2
"1876",147,9900000,8700000,1200000,94,5.5,9263,5,4
"1877",147,16400000,11400000,5000000,73,6.5,8828,7,8
"1878",147,14300000,14200000,113000,101,5.6,8939,5,4
"1879",147,23000000,321000,22600000,128,7,13419,6,2
"1880",147,22800000,4400000,18300000,96,8,82909,8,8
"1881",147,18100000,11700000,6400000,94,5.9,39815,5,4
"1882",147,18100000,11700000,6400000,50,6.6,7,7,8
"1883",148,17100000,16400000,711000,81,7.3,3455,8,8
"1884",148,22200000,11700000,10500000,92,3.5,17673,7,3
"1885",148,18600000,16100000,2500000,94,6.8,84854,8,8
"1886",148,23900000,13100000,10800000,119,6.2,95336,6,2
"1887",148,16000000,5800000,10200000,80,8,212037,7,8
"1888",148,22200000,2100000,20100000,168,7.2,29059,7,1
"1889",148,22200000,19700000,2600000,124,7.4,90414,6,2
"1890",148,17300000,12200000,5000000,108,5.6,26096,5,4
"1891",148,19200000,1000000,18100000,95,7,141036,8,8
"1892",148,18700000,10700000,7900000,106,7.1,133992,8,8
"1893",148,18100000,10900000,7200000,118,6.5,61599,6,2
"1894",149,11000000,5000000,6000000,111,6.1,22356,8,4
"1895",149,9200000,6900000,2300000,105,6.7,19644,8,8
"1896",149,10200000,10100000,132000,93,4.8,6346,5,3
"1897",149,13800000,10200000,3600000,90,2,34928,7,3
"1898",149,18600000,8600000,10000000,108,7,27570,8,8
"1899",149,22200000,18800000,3300000,92,4.7,31051,5,3
"1900",149,22200000,16800000,5400000,89,6.2,79859,5,4
"1901",149,17200000,16000000,1100000,107,6.8,147534,8,8
"1902",149,16900000,3800000,13100000,93,4.9,33310,5,3
"1903",149,17800000,8500000,9300000,98,5.1,18131,5,4
"1904",150,10700000,94500,10600000,108,5.8,512,5,4
"1905",150,8500000,4200000,4300000,133,7.2,22978,6,2
"1906",150,16200000,6200000,10000000,94,7.4,26188,8,8
"1907",150,22200000,19100000,3100000,108,7,42044,8,8
"1908",150,21900000,16700000,5300000,90,5.3,9710,5,4
"1909",150,22700000,17400000,5300000,90,5.8,66570,5,4
"1910",150,18400000,13800000,4600000,111,6.3,96874,8,4
"1911",150,16100000,3700000,12400000,93,6.3,41144,8,8
"1912",150,17400000,16100000,1300000,85,7.5,68930,8,8
"1913",151,10200000,5700000,4500000,102,5.8,10413,5,4
"1914",151,12900000,759000,12100000,156,5.6,3069,7,1
"1915",151,10000000,8800000,1200000,101,6.5,10619,8,8
"1916",151,21900000,21000000,893000,95,6.1,7045,5,4
"1917",151,23100000,13700000,9400000,140,8.2,408155,2,6
"1918",151,16500000,8900000,7700000,110,5,8814,5,3
"1919",151,18800000,14400000,4400000,104,7.3,90504,8,8
"1920",151,16000000,4700000,11300000,106,6.9,34796,8,8
"1921",152,8800000,6200000,2500000,111,7.3,107700,8,8
"1922",152,7400000,3600000,3800000,102,8.3,710311,2,6
"1923",152,15100000,11700000,3500000,91,5.4,20901,5,4
"1924",152,13200000,2000000,11200000,186,8,58499,2,1
"1925",152,17500000,17400000,120000,112,6.1,6349,8,4
"1926",152,15700000,11300000,4300000,116,6.8,100028,6,2
"1927",152,22900000,16300000,6600000,94,6.3,75079,8,8
"1928",153,9500000,9200000,336000,96,6,17006,5,4
"1929",153,7200000,5700000,1600000,89,6.2,5002,8,8
"1930",153,8700000,7300000,1400000,90,5.3,8005,5,4
"1931",153,14900000,10400000,4500000,103,5.9,25718,5,4
"1932",153,17500000,16800000,683000,86,5.1,11857,5,3
"1933",153,21400000,21300000,9000,97,5.9,9015,5,4
"1934",153,22200000,11000000,11200000,108,6,69714,5,4
"1935",153,16900000,3600000,13300000,102,7.4,52797,8,8
"1936",153,14400000,10200000,4200000,91,5.4,29558,5,4
"1937",154,7200000,7000000,174000,81,5.8,7763,5,4
"1938",154,12900000,12900000,41000,219,6.4,14644,2,1
"1939",154,20700000,11200000,9500000,117,7,40193,6,2
"1940",154,17300000,12600000,4700000,96,6.7,42789,8,8
"1941",154,14800000,14200000,632000,86,4.5,20615,5,3
"1942",154,20700000,9400000,11300000,86,7.8,105787,4,8
"1943",154,19900000,7100000,12800000,123,8.3,200949,6,2
"1944",154,14500000,13700000,704000,100,6.1,32646,5,4
"1945",154,16900000,2800000,14100000,89,4.6,21793,5,3
"1946",155,8700000,3300000,5400000,107,5.8,11076,5,4
"1947",155,8400000,7300000,1100000,96,4.1,6260,7,3
"1948",155,15200000,12800000,2500000,94,6.2,27147,5,4
"1949",155,14600000,14500000,144000,110,5.2,11744,5,4
"1950",155,21500000,7600000,13900000,95,5.2,23176,5,4
"1951",155,16200000,195000,16000000,110,4.2,3185,7,3
"1952",155,19600000,5400000,14200000,96,7.3,75871,8,8
"1953",155,15000000,8000000,7000000,107,5.6,70777,5,4
"1954",156,13600000,12400000,1200000,99,5.8,9414,5,4
"1955",156,17600000,1600000,16000000,122,7.7,18831,6,2
"1956",156,6600000,4700000,1900000,112,6.1,8857,8,4
"1957",156,12700000,6100000,6500000,80,4.8,3769,5,3
"1958",156,14600000,13600000,1000000,99,4.8,28856,5,3
"1959",156,15800000,4200000,11500000,103,7.5,204327,6,8
"1960",156,19600000,2200000,17400000,171,7.2,32138,7,1
"1961",156,14900000,9500000,5400000,98,7,49929,8,8
"1962",156,19500000,5400000,14200000,107,7.1,108417,8,8
"1963",156,14200000,7700000,6500000,40,6.4,150,7,8
"1964",157,7600000,5400000,2200000,93,4.7,15973,5,3
"1965",157,14300000,7700000,6600000,104,7,11612,8,8
"1966",157,18900000,18800000,100000,112,7.3,17393,6,8
"1967",157,20000000,12500000,7500000,117,6.5,12623,6,2
"1968",157,13800000,7400000,6400000,106,5.7,33413,5,4
"1969",157,15700000,848000,14900000,129,5.6,7017,7,1
"1970",157,13200000,11500000,1700000,102,7.1,70963,8,8
"1971",157,13100000,12300000,767000,93,5.1,34866,5,3
"1972",158,9200000,2700000,6500000,106,6,15909,5,4
"1973",158,15600000,10000000,5500000,90,5.8,25140,5,4
"1974",158,19800000,6000000,13800000,112,8,99109,8,2
"1975",158,14400000,4400000,9900000,119,6.9,24165,6,2
"1976",158,19800000,3400000,16500000,121,6.6,66579,6,2
"1977",158,13000000,1200000,11700000,137,6.5,60437,6,1
"1978",158,7900000,2500000,5500000,152,6.8,43456,7,1
"1979",158,15100000,12100000,3100000,106,6.4,15766,8,8
"1980",158,15400000,7800000,7600000,104,5.5,49738,5,4
"1981",158,17700000,3900000,13800000,101,7.2,173004,8,8
"1982",158,13600000,6300000,7400000,106,6.9,71888,8,8
"1983",159,11100000,3600000,7500000,96,6.2,33029,8,4
"1984",159,5200000,3000000,2100000,135,7,6862,6,2
"1985",159,15400000,15300000,93800,120,7.4,26114,6,2
"1986",159,18600000,15000000,3500000,84,5.1,24638,5,3
"1987",159,19200000,2800000,16400000,110,6.4,65991,8,8
"1988",159,13400000,922000,12500000,154,4,7190,7,1
"1989",159,13900000,1800000,12200000,97,6.3,40565,8,8
"1990",159,14700000,8100000,6600000,148,6.7,85053,7,1
"1991",160,8500000,4200000,4300000,119,6.9,34897,6,2
"1992",160,8500000,4200000,4300000,125,7,25,6,2
"1993",160,4800000,4200000,615000,82,4.5,3830,7,3
"1994",160,14300000,14000000,241000,85,5.1,12089,5,3
"1995",160,13300000,3800000,9500000,125,7.6,22599,6,2
"1996",160,15200000,9000000,6100000,103,7.4,39168,8,8
"1997",160,19100000,1100000,18000000,159,7.2,19251,7,1
"1998",160,16400000,10900000,5500000,108,5.8,47078,5,4
"1999",160,12100000,1700000,10400000,99,6.8,98251,8,8
"2000",160,10800000,5600000,5200000,106,7,27895,8,8
"2001",161,4400000,4300000,63800,87,6.6,7185,8,8
"2002",161,11700000,4400000,7300000,127,6.5,25329,6,2
"2003",161,18200000,13400000,4900000,88,5.8,24803,5,4
"2004",161,8400000,2500000,5900000,105,6.2,15786,8,4
"2005",161,13000000,319000,12700000,135,7.1,38502,6,2
"2006",161,18900000,9200000,9800000,108,6.6,25926,8,8
"2007",161,18800000,8400000,10400000,109,6.5,80388,8,8
"2008",161,13600000,507000,13000000,96,6.2,27837,8,4
"2009",162,7500000,5000000,2500000,109,6.4,15741,8,8
"2010",162,4300000,1100000,3200000,216,7.1,25117,2,1
"2011",162,13800000,13700000,132000,91,4.6,5882,5,3
"2012",162,11600000,2800000,8800000,96,7.3,10417,8,8
"2013",162,14200000,7500000,6700000,100,6.7,41365,8,8
"2014",162,12600000,6500000,6100000,101,7.4,32940,8,8
"2015",162,18000000,1400000,16600000,185,6.3,16364,2,1
"2016",162,18500000,886000,17600000,142,5.3,6921,7,1
"2017",162,18700000,3500000,15200000,118,7,36170,6,2
"2018",162,12600000,1500000,11100000,163,7.1,15387,7,1
"2019",163,7400000,37100,7300000,90,6.4,2407,8,8
"2020",163,4100000,1800000,2200000,95,6.2,1667,5,8
"2021",163,13400000,7100000,6300000,106,6.2,21846,8,4
"2022",163,11600000,7700000,3900000,102,5.2,16402,5,4
"2023",163,13500000,8300000,5200000,83,5.5,24014,5,4
"2024",163,18200000,13200000,5000000,89,3.1,14669,7,3
"2025",163,12400000,1100000,11300000,113,7.2,13237,6,8
"2026",163,16700000,1500000,15200000,103,7.5,25076,8,8
"2027",164,14700000,75500,14600000,108,6.1,1855,8,4
"2028",164,7600000,6100000,1600000,91,4.4,5073,5,3
"2029",164,6600000,390000,6200000,131,7.4,3821,6,2
"2030",164,3700000,2900000,807000,115,6,2519,8,4
"2031",164,12600000,10500000,2200000,105,7.1,37037,8,8
"2032",164,10500000,8300000,2200000,101,7,31212,8,8
"2033",164,12500000,5800000,6800000,95,5.8,12839,5,4
"2034",164,13400000,11300000,2100000,107,7.1,49735,8,8
"2035",164,17800000,13100000,4700000,140,6.5,39752,6,1
"2036",164,18100000,9400000,8700000,105,6.4,513,8,8
"2037",164,12400000,9700000,2600000,112,7.4,172170,8,2
"2038",164,15900000,3000000,12900000,135,7.1,155379,6,2
"2039",164,11200000,8100000,3100000,109,7.9,125520,8,8
"2040",164,12000000,5700000,6300000,125,7,61059,6,2
"2041",165,5300000,4300000,997000,104,2.2,20904,7,3
"2042",165,12500000,10200000,2300000,93,5.5,13285,5,4
"2043",165,10100000,4600000,5500000,100,6.8,76434,8,8
"2044",165,12300000,12200000,118000,101,6.1,34635,5,4
"2045",165,13200000,12800000,340000,90,3.3,6820,7,3
"2046",165,17500000,17100000,369000,108,5.9,19696,5,4
"2047",165,17900000,7900000,10100000,90,6.5,60037,8,8
"2048",165,12200000,5200000,7000000,111,6.3,13252,8,8
"2049",165,11900000,560000,11400000,107,6.2,19557,8,4
"2050",165,10600000,779000,9900000,90,5.7,101672,5,4
"2051",165,11900000,448000,11500000,87,5.3,43544,5,4
"2052",166,14300000,3000000,11300000,96,5.3,16087,5,4
"2053",166,3500000,3400000,108000,118,6.3,769,6,2
"2054",166,10000000,1300000,8700000,81,7.2,81299,8,8
"2055",166,12000000,11800000,195000,97,3.7,2618,7,3
"2056",166,17600000,11100000,6500000,97,6.4,30194,8,8
"2057",166,16900000,11400000,5500000,98,4,20954,7,3
"2058",166,12000000,251000,11800000,97,5.9,36738,5,4
"2059",166,10600000,1300000,9300000,130,7.8,41670,6,2
"2060",167,3200000,1600000,1600000,101,5.7,6661,5,4
"2061",167,12300000,10700000,1600000,99,4.9,8907,5,3
"2062",167,11400000,8700000,2700000,99,5.8,18243,5,4
"2063",167,16800000,14400000,2400000,126,6.5,31649,6,2
"2064",167,17800000,1200000,16500000,145,6.5,12856,6,1
"2065",167,15400000,4500000,10900000,130,6.9,38159,6,2
"2066",167,11400000,9400000,2000000,86,5.4,13052,5,4
"2067",167,9100000,6800000,2300000,105,7.7,114356,8,8
"2068",168,3200000,3200000,12600,112,5.5,3522,5,4
"2069",168,11800000,6500000,5300000,110,6.7,47918,8,8
"2070",168,11300000,8100000,3300000,108,6.2,7588,8,4
"2071",168,17300000,13900000,3400000,111,5.5,5354,5,4
"2072",169,13600000,3200000,10400000,106,8,76298,8,8
"2073",169,8300000,522000,7800000,144,3.6,4320,7,3
"2074",169,5600000,1500000,4000000,121,6.2,17601,6,2
"2075",169,4600000,4500000,107000,102,6.7,3938,8,8
"2076",169,9700000,401000,9300000,106,7.5,23280,8,8
"2077",169,10900000,10400000,486000,93,5.7,22558,5,4
"2078",169,16500000,1200000,15200000,155,8.1,17456,7,1
"2079",169,17700000,1000000,16700000,125,6.8,6766,6,2
"2080",169,17000000,9500000,7400000,105,6.8,66558,8,8
"2081",170,5900000,5800000,140000,108,6,1294,8,4
"2082",170,4400000,4400000,37600,85,4.2,3901,7,3
"2083",170,11700000,1900000,9800000,101,4.2,18227,5,3
"2084",170,16500000,7200000,9300000,107,5.4,23771,5,4
"2085",170,10900000,10500000,356000,81,4.7,52467,5,3
"2086",170,10800000,10800000,25600,92,6.1,43019,5,4
"2087",170,9600000,7100000,2600000,101,6.7,102825,8,8
"2088",170,9300000,8000000,1300000,44,7.4,1066,7,8
"2089",170,13100000,6900000,6200000,91,4.7,11339,5,3
"2090",171,13000000,7800000,5200000,123,7,28631,6,2
"2091",171,4300000,3100000,1200000,84,3.9,7948,7,3
"2092",171,11600000,10300000,1300000,106,6.3,22761,8,8
"2093",171,16000000,10100000,5800000,97,7.2,218047,4,8
"2094",171,17600000,16300000,1300000,120,6.1,16987,6,2
"2095",171,10700000,6500000,4200000,170,8.4,306927,2,1
"2096",171,9600000,4900000,4700000,83,4.1,18227,7,3
"2097",171,14600000,3500000,11100000,103,7.7,13632,8,8
"2098",171,8600000,3300000,5300000,128,6.2,36781,6,2
"2099",171,10300000,964000,9300000,94,6.8,175856,8,8
"2100",172,4900000,4300000,582000,95,7.4,19306,8,8
"2101",172,2500000,2300000,189000,135,6.5,9615,6,1
"2102",172,11000000,4800000,6100000,93,4.4,5201,5,3
"2103",172,9400000,1600000,7900000,98,6.9,18236,8,8
"2104",172,10600000,9100000,1500000,106,5,20069,5,3
"2105",172,11100000,7400000,3700000,81,7.3,70062,8,8
"2106",172,10700000,10600000,154000,99,6.1,2642,5,4
"2107",172,15400000,1100000,14400000,155,5.7,10194,7,1
"2108",172,16700000,12300000,4400000,92,7.1,25197,8,8
"2109",172,9900000,7500000,2500000,87,4.6,959,5,3
"2110",172,9900000,7500000,2500000,91,6.3,32754,8,8
"2111",173,15300000,10600000,4700000,93,4.8,12344,5,3
"2112",173,16600000,12800000,3800000,113,6.7,45343,8,8
"2113",173,9700000,6800000,2900000,107,7.2,40092,8,8
"2114",173,8000000,3400000,4600000,93,7.2,15765,8,8
"2115",174,8700000,5700000,2900000,89,7.6,64614,8,8
"2116",174,15000000,4700000,10300000,105,7.3,66006,8,8
"2117",174,10100000,9400000,713000,89,5.3,14527,5,4
"2118",174,11000000,1000000,10000000,108,7.3,17884,8,8
"2119",174,15300000,1200000,14100000,128,7.1,19711,6,2
"2120",174,7900000,5800000,2000000,111,6,1660,8,4
"2121",175,5500000,468000,5000000,138,6.1,3152,6,1
"2122",175,10000000,6800000,3200000,117,6.6,12991,6,2
"2123",175,3200000,2900000,275000,99,7.8,57578,8,8
"2124",175,8500000,6900000,1700000,100,6.1,16853,5,4
"2125",175,10100000,4200000,5900000,100,4.7,2988,5,3
"2126",175,14800000,5500000,9400000,136,7.5,101421,6,2
"2127",175,15200000,873000,14400000,153,5.6,3804,7,1
"2128",175,15800000,5500000,10300000,122,7.2,10568,6,2
"2129",175,9500000,7300000,2200000,79,7.1,6708,8,8
"2130",175,7500000,7000000,436000,93,4.5,1916,5,3
"2131",175,9100000,6000000,3100000,95,7.2,40051,8,8
"2132",176,15000000,3900000,11100000,160,7.5,158538,7,1
"2133",176,14700000,790000,13900000,157,6.3,9200,7,1
"2134",176,15400000,13600000,1900000,82,3.9,9020,7,3
"2135",176,10200000,10000000,145000,84,5.8,9926,5,4
"2136",176,9500000,1800000,7700000,105,5.4,38891,5,4
"2137",176,9100000,2500000,6600000,104,7.2,91687,8,8
"2138",176,10700000,3200000,7600000,108,6.2,18230,8,4
"2139",176,7400000,2200000,5200000,180,7.8,126607,2,1
"2140",176,4300000,29500,4200000,112,6,5922,8,4
"2141",177,10400000,9700000,745000,96,4.9,3119,5,3
"2142",177,8200000,7500000,720000,109,5.6,4469,5,4
"2143",177,14700000,7000000,7700000,93,5.4,34530,5,4
"2144",177,14900000,3600000,11300000,112,6.7,21232,8,8
"2145",177,10000000,7500000,2500000,120,6.7,27420,6,2
"2146",177,8900000,6400000,2500000,94,5.8,10811,5,4
"2147",177,11900000,69000,11800000,126,4.6,462,7,3
"2148",178,10400000,8900000,1500000,124,7.4,13367,6,2
"2149",178,4200000,330000,3900000,116,7.5,7904,6,2
"2150",178,2500000,2000000,498000,95,5.8,10349,5,4
"2151",178,9300000,4100000,5200000,107,7,77945,8,8
"2152",178,8000000,6000000,2000000,101,7.4,45855,8,8
"2153",178,10800000,10200000,602000,132,6.7,20471,6,2
"2154",178,8800000,744000,8000000,124,6.1,38149,6,2
"2155",178,14700000,12500000,2100000,113,5.1,14868,5,4
"2156",178,14300000,13900000,396000,88,6.7,70465,8,8
"2157",178,9500000,2400000,7000000,103,7.1,131204,8,8
"2158",178,5000000,3600000,1400000,87,5.8,23479,5,4
"2159",179,9100000,3500000,5600000,132,7.5,54528,6,2
"2160",179,13900000,8300000,5600000,93,6.8,97473,8,8
"2161",179,10400000,5200000,5300000,96,2.4,40630,7,3
"2162",179,13900000,1400000,12500000,144,5.9,11887,7,1
"2163",179,9800000,5000000,4700000,97,7.9,315300,3,8
"2164",179,11300000,1300000,10000000,104,6.1,3448,5,4
"2165",179,7700000,616000,7100000,102,5.8,5881,5,4
"2166",180,4500000,1800000,2700000,88,6.2,20922,8,8
"2167",180,8500000,7300000,1200000,85,6.5,19184,8,8
"2168",180,7900000,1100000,6800000,181,7.4,14089,2,1
"2169",180,13700000,13400000,332000,123,6.2,6473,6,2
"2170",180,13600000,11900000,1700000,108,6.2,43994,8,4
"2171",180,9400000,7700000,1700000,90,6.4,53564,8,8
"2172",180,9300000,8500000,797000,90,5.5,40315,5,4
"2173",180,10800000,10200000,652000,106,7.1,51814,8,8
"2174",180,8500000,377000,8100000,83,3.7,37620,7,3
"2175",180,3800000,1600000,2200000,110,6.7,11562,8,8
"2176",180,5700000,3800000,1900000,90,7.3,59085,8,8
"2177",181,8800000,3900000,4900000,92,5.8,36184,5,4
"2178",181,1700000,1600000,100000,110,6.7,9019,8,8
"2179",181,10200000,9000000,1100000,92,6.3,22431,8,8
"2180",181,13400000,2700000,10700000,109,6.8,19561,8,8
"2181",181,13500000,13300000,189000,84,4.3,10738,7,3
"2182",182,7200000,13300,7200000,96,6.4,29537,8,8
"2183",182,13100000,13000000,55800,80,5.3,4835,5,4
"2184",182,13600000,13000000,628000,101,7.6,56308,8,8
"2185",182,7900000,4300000,3600000,109,8.2,65893,8,8
"2186",183,5100000,45000,5000000,133,3.7,1540,7,3
"2187",183,7600000,182000,7400000,104,6.5,2861,8,8
"2188",183,13500000,6400000,7000000,133,6.7,11558,6,2
"2189",183,12800000,7800000,5000000,95,6.4,70300,8,8
"2190",183,9300000,1400000,7900000,158,6.2,6175,7,1
"2191",183,12600000,1900000,10700000,216,5.1,4923,2,1
"2192",183,8300000,120000,8200000,102,5.3,17170,5,4
"2193",183,10500000,612000,9900000,93,7.2,18738,8,8
"2194",184,1800000,1300000,547000,107,7,3169,8,8
"2195",184,7800000,5900000,1900000,90,6.9,6677,8,8
"2196",184,8200000,1100000,7100000,101,7.7,333150,3,8
"2197",184,9100000,8100000,961000,105,7.4,3263,8,8
"2198",184,12700000,12700000,69400,116,6.9,11281,6,2
"2199",184,13200000,476000,12800000,150,6.3,6956,7,1
"2200",184,6800000,124000,6700000,97,6.4,74677,8,8
"2201",185,3200000,2000000,1200000,113,6.1,7814,8,4
"2202",185,1700000,1100000,528000,97,7.1,9251,8,8
"2203",185,8100000,4400000,3700000,106,6.5,28424,8,8
"2204",185,12600000,12600000,71800,121,6.2,5013,6,2
"2205",185,11900000,695000,11200000,138,3.7,2852,7,3
"2206",185,8100000,122000,8000000,93,5.9,88318,5,4
"2207",185,8000000,755000,7300000,137,6.1,9446,6,1
"2208",185,6800000,1000000,5700000,113,7.3,52003,6,8
"2209",186,6500000,6300000,208000,84,6.4,7401,8,8
"2210",186,3300000,1100000,2200000,116,6.2,8385,8,4
"2211",186,1500000,1100000,359000,88,5.8,4407,5,4
"2212",186,12500000,12000000,517000,83,4.3,17491,7,3
"2213",186,7800000,2400000,5400000,106,7.4,51617,8,8
"2214",186,5400000,134000,5300000,154,6.8,980,7,1
"2215",187,3200000,1100000,2200000,105,6.9,16569,8,8
"2216",187,7100000,4400000,2700000,95,3.8,23222,7,3
"2217",187,1200000,1100000,46700,86,6.6,3876,8,8
"2218",187,1300000,1000000,257000,84,6.3,3549,8,8
"2219",187,8000000,599000,7400000,149,5,3732,7,1
"2220",188,1100000,1000000,29600,95,6.5,4341,8,8
"2221",188,7100000,5400000,1700000,104,4.7,9537,5,3
"2222",188,7300000,6100000,1200000,121,2.5,44813,7,3
"2223",188,8300000,3600000,4700000,99,6.8,70811,8,8
"2224",188,9300000,1400000,7900000,105,5.9,1738,5,4
"2225",188,12300000,12100000,249000,100,6.4,10049,8,8
"2226",188,7600000,1500000,6000000,137,7.5,41388,6,2
"2227",188,6300000,4800000,1500000,91,5.2,10424,5,4
"2228",189,4400000,235000,4200000,129,6.7,4737,6,2
"2229",189,6900000,4800000,2100000,98,6.9,31073,8,8
"2230",189,12000000,7700000,4200000,85,4.7,11212,5,3
"2231",189,11300000,6000000,5300000,106,7.3,132409,8,8
"2232",189,11800000,9500000,2300000,95,6.1,21954,5,4
"2233",189,6200000,4200000,1900000,107,6.1,33982,8,4
"2234",189,6300000,3800000,2500000,92,4.6,17132,5,3
"2235",190,2500000,1300,2500000,108,5.6,8334,5,4
"2236",190,2900000,410000,2500000,145,6.3,4330,6,1
"2237",190,7100000,2100000,5000000,104,7,4583,8,8
"2238",190,11500000,11500000,15100,99,6.7,12103,8,8
"2239",190,11800000,11500000,231000,94,5.3,3636,5,4
"2240",190,6200000,3700000,2500000,112,6.6,68958,8,8
"2241",190,5900000,2900000,3000000,108,6.6,13792,8,8
"2242",190,4500000,76500,4500000,113,6.7,2555,8,8
"2243",191,6100000,13500,6100000,109,6.4,2527,8,8
"2244",191,11100000,166000,10900000,136,7.2,11420,6,2
"2245",191,11400000,702000,10700000,152,6.2,9361,7,1
"2246",192,6400000,5300000,1100000,86,5.4,13371,5,4
"2247",192,6600000,1200000,5400000,113,7,6633,6,8
"2248",192,6800000,6500000,319000,88,4.9,17172,5,3
"2249",192,10900000,2600000,8300000,96,4.7,22038,5,3
"2250",192,11300000,457000,10800000,120,3.8,4557,7,3
"2251",192,6000000,10500,6000000,86,6.8,80242,8,8
"2252",193,6300000,6100000,202000,96,5.7,6755,5,4
"2253",193,806000,19900,786000,105,7.6,6389,8,8
"2254",193,6400000,2300000,4100000,112,6.3,6043,8,8
"2255",193,6700000,3900000,2900000,111,6.6,14784,8,8
"2256",193,6400000,3800000,2600000,90,7,7083,8,8
"2257",194,6300000,1200000,5100000,197,4,3893,2,1
"2258",194,6000000,2300000,3700000,99,7.4,17503,8,8
"2259",194,10600000,7800000,2800000,91,5.9,14195,5,4
"2260",194,2600000,624000,1900000,89,6.3,9163,8,8
"2261",194,11200000,10900000,291000,112,6.4,19169,8,8
"2262",194,6400000,6400000,34700,88,5.3,13279,5,4
"2263",194,6100000,764000,5300000,109,5,42241,5,3
"2264",194,5700000,1400000,4300000,104,6.6,16012,8,8
"2265",195,5800000,1600000,4200000,98,6.8,33935,8,8
"2266",195,6900000,1200000,5700000,104,5.5,6446,5,4
"2267",195,10600000,6600000,4000000,114,7.1,34627,6,8
"2268",195,7400000,7200000,244000,100,6.2,39819,5,4
"2269",195,6000000,6000000,600,116,7.1,29304,6,2
"2270",195,3200000,819000,2400000,101,6.5,36792,8,8
"2271",196,5800000,1000000,4700000,150,6.6,4236,7,1
"2272",196,6800000,6400000,432000,89,6.4,15688,8,8
"2273",196,5100000,2200000,2900000,91,7,45641,8,8
"2274",197,5600000,3200000,2400000,88,6.7,6104,8,8
"2275",197,6500000,30100,6500000,104,7.1,6396,8,8
"2276",197,5800000,104000,5700000,84,6,40140,5,4
"2277",197,11000000,490000,10500000,153,5.2,4843,7,1
"2278",197,1600000,1400,1600000,98,5.8,6006,5,4
"2279",198,5400000,1200000,4200000,107,7.4,298560,3,2
"2280",198,5300000,3800000,1500000,96,2.8,3693,7,3
