"","X","bo_year_rank","worldwidegross","domesticgross","overseasgross","runtimeMinutes","averageRating","numVotes","Hcluster","km.cluster","numVotes_sq","bo_and_num"
"1834",2094,171,17600000,16300000,1300000,120,6.1,16987,"6","2",288558169,2904777
"1835",2096,171,9600000,4900000,4700000,83,4.1,18227,"7","3",332223529,3116817
"1836",2097,171,14600000,3500000,11100000,103,7.7,13632,"8","8",185831424,2331072
"1837",2098,171,8600000,3300000,5300000,128,6.2,36781,"6","2",1352841961,6289551
"1838",2100,172,4900000,4300000,582000,95,7.4,19306,"8","8",372721636,3320632
"1839",2101,172,2500000,2300000,189000,135,6.5,9615,"6","1",92448225,1653780
"1840",2102,172,1.1e+07,4800000,6100000,93,4.4,5201,"5","3",27050401,894572
"1841",2103,172,9400000,1600000,7900000,98,6.9,18236,"8","8",332551696,3136592
"1842",2104,172,10600000,9100000,1500000,106,5,20069,"5","3",402764761,3451868
"1843",2105,172,11100000,7400000,3700000,81,7.3,70062,"8","8",4908683844,12050664
"1844",2106,172,10700000,10600000,154000,99,6.1,2642,"5","4",6980164,454424
"1845",2107,172,15400000,1100000,14400000,155,5.7,10194,"7","1",103917636,1753368
"1846",2108,172,16700000,12300000,4400000,92,7.1,25197,"8","8",634888809,4333884
"1847",2109,172,9900000,7500000,2500000,87,4.6,959,"5","3",919681,164948
"1848",2110,172,9900000,7500000,2500000,91,6.3,32754,"8","8",1072824516,5633688
"1849",2111,173,15300000,10600000,4700000,93,4.8,12344,"5","3",152374336,2135512
"1850",2112,173,16600000,12800000,3800000,113,6.7,45343,"8","8",2055987649,7844339
"1851",2113,173,9700000,6800000,2900000,107,7.2,40092,"8","8",1607368464,6935916
"1852",2114,173,8e+06,3400000,4600000,93,7.2,15765,"8","8",248535225,2727345
"1853",2115,174,8700000,5700000,2900000,89,7.6,64614,"8","8",4174968996,11242836
"1854",2116,174,1.5e+07,4700000,10300000,105,7.3,66006,"8","8",4356792036,11485044
"1855",2117,174,10100000,9400000,713000,89,5.3,14527,"5","4",211033729,2527698
"1856",2118,174,1.1e+07,1000000,10000000,108,7.3,17884,"8","8",319837456,3111816
"1857",2119,174,15300000,1200000,14100000,128,7.1,19711,"6","2",388523521,3429714
"1858",2120,174,7900000,5800000,2000000,111,6,1660,"8","4",2755600,288840
"1859",2121,175,5500000,468000,5000000,138,6.1,3152,"6","1",9935104,551600
"1860",2122,175,1e+07,6800000,3200000,117,6.6,12991,"6","2",168766081,2273425
"1861",2123,175,3200000,2900000,275000,99,7.8,57578,"8","8",3315226084,10076150
"1862",2124,175,8500000,6900000,1700000,100,6.1,16853,"5","4",284023609,2949275
"1863",2125,175,10100000,4200000,5900000,100,4.7,2988,"5","3",8928144,522900
"1864",2126,175,14800000,5500000,9400000,136,7.5,101421,"6","2",10286219241,17748675
"1865",2127,175,15200000,873000,14400000,153,5.6,3804,"7","1",14470416,665700
"1866",2128,175,15800000,5500000,10300000,122,7.2,10568,"6","2",111682624,1849400
"1867",2129,175,9500000,7300000,2200000,79,7.1,6708,"8","8",44997264,1173900
"1868",2130,175,7500000,7000000,436000,93,4.5,1916,"5","3",3671056,335300
"1869",2131,175,9100000,6000000,3100000,95,7.2,40051,"8","8",1604082601,7008925
"1870",2133,176,14700000,790000,13900000,157,6.3,9200,"7","1",84640000,1619200
"1871",2134,176,15400000,13600000,1900000,82,3.9,9020,"7","3",81360400,1587520
"1872",2135,176,10200000,10000000,145000,84,5.8,9926,"5","4",98525476,1746976
"1873",2136,176,9500000,1800000,7700000,105,5.4,38891,"5","4",1512509881,6844816
"1874",2137,176,9100000,2500000,6600000,104,7.2,91687,"8","8",8406505969,16136912
"1875",2138,176,10700000,3200000,7600000,108,6.2,18230,"8","4",332332900,3208480
"1876",2139,176,7400000,2200000,5200000,180,7.8,126607,"2","1",16029332449,22282832
"1877",2140,176,4300000,29500,4200000,112,6,5922,"8","4",35070084,1042272
"1878",2141,177,10400000,9700000,745000,96,4.9,3119,"5","3",9728161,552063
"1879",2142,177,8200000,7500000,720000,109,5.6,4469,"5","4",19971961,791013
"1880",2143,177,14700000,7000000,7700000,93,5.4,34530,"5","4",1192320900,6111810
"1881",2144,177,14900000,3600000,11300000,112,6.7,21232,"8","8",450797824,3758064
"1882",2145,177,1e+07,7500000,2500000,120,6.7,27420,"6","2",751856400,4853340
"1883",2146,177,8900000,6400000,2500000,94,5.8,10811,"5","4",116877721,1913547
"1884",2147,177,11900000,69000,11800000,126,4.6,462,"7","3",213444,81774
"1885",2148,178,10400000,8900000,1500000,124,7.4,13367,"6","2",178676689,2379326
"1886",2149,178,4200000,330000,3900000,116,7.5,7904,"6","2",62473216,1406912
"1887",2150,178,2500000,2000000,498000,95,5.8,10349,"5","4",107101801,1842122
"1888",2151,178,9300000,4100000,5200000,107,7,77945,"8","8",6075423025,13874210
"1889",2152,178,8e+06,6000000,2000000,101,7.4,45855,"8","8",2102681025,8162190
"1890",2153,178,10800000,10200000,602000,132,6.7,20471,"6","2",419061841,3643838
"1891",2154,178,8800000,744000,8000000,124,6.1,38149,"6","2",1455346201,6790522
"1892",2155,178,14700000,12500000,2100000,113,5.1,14868,"5","4",221057424,2646504
"1893",2156,178,14300000,13900000,396000,88,6.7,70465,"8","8",4965316225,12542770
"1894",2157,178,9500000,2400000,7000000,103,7.1,131204,"8","8",17214489616,23354312
"1895",2158,178,5e+06,3600000,1400000,87,5.8,23479,"5","4",551263441,4179262
"1896",2159,179,9100000,3500000,5600000,132,7.5,54528,"6","2",2973302784,9760512
"1897",2160,179,13900000,8300000,5600000,93,6.8,97473,"8","8",9500985729,17447667
"1898",2161,179,10400000,5200000,5300000,96,2.4,40630,"7","3",1650796900,7272770
"1899",2162,179,13900000,1400000,12500000,144,5.9,11887,"7","1",141300769,2127773
"1900",2164,179,11300000,1300000,10000000,104,6.1,3448,"5","4",11888704,617192
"1901",2165,179,7700000,616000,7100000,102,5.8,5881,"5","4",34586161,1052699
"1902",2166,180,4500000,1800000,2700000,88,6.2,20922,"8","8",437730084,3765960
"1903",2167,180,8500000,7300000,1200000,85,6.5,19184,"8","8",368025856,3453120
"1904",2168,180,7900000,1100000,6800000,181,7.4,14089,"2","1",198499921,2536020
"1905",2169,180,13700000,13400000,332000,123,6.2,6473,"6","2",41899729,1165140
"1906",2170,180,13600000,11900000,1700000,108,6.2,43994,"8","4",1935472036,7918920
"1907",2171,180,9400000,7700000,1700000,90,6.4,53564,"8","8",2869102096,9641520
"1908",2172,180,9300000,8500000,797000,90,5.5,40315,"5","4",1625299225,7256700
"1909",2173,180,10800000,10200000,652000,106,7.1,51814,"8","8",2684690596,9326520
"1910",2174,180,8500000,377000,8100000,83,3.7,37620,"7","3",1415264400,6771600
"1911",2175,180,3800000,1600000,2200000,110,6.7,11562,"8","8",133679844,2081160
"1912",2176,180,5700000,3800000,1900000,90,7.3,59085,"8","8",3491037225,10635300
"1913",2177,181,8800000,3900000,4900000,92,5.8,36184,"5","4",1309281856,6549304
"1914",2178,181,1700000,1600000,100000,110,6.7,9019,"8","8",81342361,1632439
"1915",2179,181,10200000,9000000,1100000,92,6.3,22431,"8","8",503149761,4060011
"1916",2180,181,13400000,2700000,10700000,109,6.8,19561,"8","8",382632721,3540541
"1917",2181,181,13500000,13300000,189000,84,4.3,10738,"7","3",115304644,1943578
"1918",2182,182,7200000,13300,7200000,96,6.4,29537,"8","8",872434369,5375734
"1919",2183,182,13100000,13000000,55800,80,5.3,4835,"5","4",23377225,879970
"1920",2184,182,13600000,13000000,628000,101,7.6,56308,"8","8",3170590864,10248056
"1921",2185,182,7900000,4300000,3600000,109,8.2,65893,"8","8",4341887449,11992526
"1922",2186,183,5100000,45000,5000000,133,3.7,1540,"7","3",2371600,281820
"1923",2187,183,7600000,182000,7400000,104,6.5,2861,"8","8",8185321,523563
"1924",2188,183,13500000,6400000,7000000,133,6.7,11558,"6","2",133587364,2115114
"1925",2189,183,12800000,7800000,5000000,95,6.4,70300,"8","8",4942090000,12864900
"1926",2190,183,9300000,1400000,7900000,158,6.2,6175,"7","1",38130625,1130025
"1927",2192,183,8300000,120000,8200000,102,5.3,17170,"5","4",294808900,3142110
"1928",2193,183,10500000,612000,9900000,93,7.2,18738,"8","8",351112644,3429054
"1929",2194,184,1800000,1300000,547000,107,7,3169,"8","8",10042561,583096
"1930",2195,184,7800000,5900000,1900000,90,6.9,6677,"8","8",44582329,1228568
"1931",2197,184,9100000,8100000,961000,105,7.4,3263,"8","8",10647169,600392
"1932",2198,184,12700000,12700000,69400,116,6.9,11281,"6","2",127260961,2075704
"1933",2199,184,13200000,476000,12800000,150,6.3,6956,"7","1",48385936,1279904
"1934",2200,184,6800000,124000,6700000,97,6.4,74677,"8","8",5576654329,13740568
"1935",2201,185,3200000,2000000,1200000,113,6.1,7814,"8","4",61058596,1445590
"1936",2202,185,1700000,1100000,528000,97,7.1,9251,"8","8",85581001,1711435
"1937",2203,185,8100000,4400000,3700000,106,6.5,28424,"8","8",807923776,5258440
"1938",2204,185,12600000,12600000,71800,121,6.2,5013,"6","2",25130169,927405
"1939",2205,185,11900000,695000,11200000,138,3.7,2852,"7","3",8133904,527620
"1940",2206,185,8100000,122000,8000000,93,5.9,88318,"5","4",7800069124,16338830
"1941",2207,185,8e+06,755000,7300000,137,6.1,9446,"6","1",89226916,1747510
"1942",2208,185,6800000,1000000,5700000,113,7.3,52003,"6","8",2704312009,9620555
"1943",2209,186,6500000,6300000,208000,84,6.4,7401,"8","8",54774801,1376586
"1944",2210,186,3300000,1100000,2200000,116,6.2,8385,"8","4",70308225,1559610
"1945",2211,186,1500000,1100000,359000,88,5.8,4407,"5","4",19421649,819702
"1946",2212,186,12500000,12000000,517000,83,4.3,17491,"7","3",305935081,3253326
"1947",2213,186,7800000,2400000,5400000,106,7.4,51617,"8","8",2664314689,9600762
"1948",2214,186,5400000,134000,5300000,154,6.8,980,"7","1",960400,182280
"1949",2215,187,3200000,1100000,2200000,105,6.9,16569,"8","8",274531761,3098403
"1950",2216,187,7100000,4400000,2700000,95,3.8,23222,"7","3",539261284,4342514
"1951",2217,187,1200000,1100000,46700,86,6.6,3876,"8","8",15023376,724812
"1952",2218,187,1300000,1000000,257000,84,6.3,3549,"8","8",12595401,663663
"1953",2219,187,8e+06,599000,7400000,149,5,3732,"7","1",13927824,697884
"1954",2220,188,1100000,1000000,29600,95,6.5,4341,"8","8",18844281,816108
"1955",2221,188,7100000,5400000,1700000,104,4.7,9537,"5","3",90954369,1792956
"1956",2222,188,7300000,6100000,1200000,121,2.5,44813,"7","3",2008204969,8424844
"1957",2223,188,8300000,3600000,4700000,99,6.8,70811,"8","8",5014197721,13312468
"1958",2224,188,9300000,1400000,7900000,105,5.9,1738,"5","4",3020644,326744
"1959",2225,188,12300000,12100000,249000,100,6.4,10049,"8","8",100982401,1889212
"1960",2226,188,7600000,1500000,6000000,137,7.5,41388,"6","2",1712966544,7780944
"1961",2227,188,6300000,4800000,1500000,91,5.2,10424,"5","4",108659776,1959712
"1962",2228,189,4400000,235000,4200000,129,6.7,4737,"6","2",22439169,895293
"1963",2229,189,6900000,4800000,2100000,98,6.9,31073,"8","8",965531329,5872797
"1964",2230,189,1.2e+07,7700000,4200000,85,4.7,11212,"5","3",125708944,2119068
"1965",2231,189,11300000,6000000,5300000,106,7.3,132409,"8","8",17532143281,25025301
"1966",2232,189,11800000,9500000,2300000,95,6.1,21954,"5","4",481978116,4149306
"1967",2233,189,6200000,4200000,1900000,107,6.1,33982,"8","4",1154776324,6422598
"1968",2234,189,6300000,3800000,2500000,92,4.6,17132,"5","3",293505424,3237948
"1969",2235,190,2500000,1300,2500000,108,5.6,8334,"5","4",69455556,1583460
"1970",2236,190,2900000,410000,2500000,145,6.3,4330,"6","1",18748900,822700
"1971",2237,190,7100000,2100000,5000000,104,7,4583,"8","8",21003889,870770
"1972",2238,190,11500000,11500000,15100,99,6.7,12103,"8","8",146482609,2299570
"1973",2239,190,11800000,11500000,231000,94,5.3,3636,"5","4",13220496,690840
"1974",2240,190,6200000,3700000,2500000,112,6.6,68958,"8","8",4755205764,13102020
"1975",2241,190,5900000,2900000,3000000,108,6.6,13792,"8","8",190219264,2620480
"1976",2242,190,4500000,76500,4500000,113,6.7,2555,"8","8",6528025,485450
"1977",2243,191,6100000,13500,6100000,109,6.4,2527,"8","8",6385729,482657
"1978",2244,191,11100000,166000,10900000,136,7.2,11420,"6","2",130416400,2181220
"1979",2245,191,11400000,702000,10700000,152,6.2,9361,"7","1",87628321,1787951
"1980",2246,192,6400000,5300000,1100000,86,5.4,13371,"5","4",178783641,2567232
"1981",2247,192,6600000,1200000,5400000,113,7,6633,"6","8",43996689,1273536
"1982",2248,192,6800000,6500000,319000,88,4.9,17172,"5","3",294877584,3297024
"1983",2249,192,10900000,2600000,8300000,96,4.7,22038,"5","3",485673444,4231296
"1984",2250,192,11300000,457000,10800000,120,3.8,4557,"7","3",20766249,874944
"1985",2251,192,6e+06,10500,6000000,86,6.8,80242,"8","8",6438778564,15406464
"1986",2252,193,6300000,6100000,202000,96,5.7,6755,"5","4",45630025,1303715
"1987",2253,193,806000,19900,786000,105,7.6,6389,"8","8",40819321,1233077
"1988",2254,193,6400000,2300000,4100000,112,6.3,6043,"8","8",36517849,1166299
"1989",2255,193,6700000,3900000,2900000,111,6.6,14784,"8","8",218566656,2853312
"1990",2256,193,6400000,3800000,2600000,90,7,7083,"8","8",50168889,1367019
"1991",2258,194,6e+06,2300000,3700000,99,7.4,17503,"8","8",306355009,3395582
"1992",2259,194,10600000,7800000,2800000,91,5.9,14195,"5","4",201498025,2753830
"1993",2260,194,2600000,624000,1900000,89,6.3,9163,"8","8",83960569,1777622
"1994",2261,194,11200000,10900000,291000,112,6.4,19169,"8","8",367450561,3718786
"1995",2262,194,6400000,6400000,34700,88,5.3,13279,"5","4",176331841,2576126
"1996",2263,194,6100000,764000,5300000,109,5,42241,"5","3",1784302081,8194754
"1997",2264,194,5700000,1400000,4300000,104,6.6,16012,"8","8",256384144,3106328
"1998",2265,195,5800000,1600000,4200000,98,6.8,33935,"8","8",1151584225,6617325
"1999",2266,195,6900000,1200000,5700000,104,5.5,6446,"5","4",41550916,1256970
"2000",2267,195,10600000,6600000,4000000,114,7.1,34627,"6","8",1199029129,6752265
"2001",2268,195,7400000,7200000,244000,100,6.2,39819,"5","4",1585552761,7764705
"2002",2269,195,6e+06,6000000,600,116,7.1,29304,"6","2",858724416,5714280
"2003",2270,195,3200000,819000,2400000,101,6.5,36792,"8","8",1353651264,7174440
"2004",2271,196,5800000,1000000,4700000,150,6.6,4236,"7","1",17943696,830256
"2005",2272,196,6800000,6400000,432000,89,6.4,15688,"8","8",246113344,3074848
"2006",2273,196,5100000,2200000,2900000,91,7,45641,"8","8",2083100881,8945636
"2007",2274,197,5600000,3200000,2400000,88,6.7,6104,"8","8",37258816,1202488
"2008",2275,197,6500000,30100,6500000,104,7.1,6396,"8","8",40908816,1260012
"2009",2276,197,5800000,104000,5700000,84,6,40140,"5","4",1611219600,7907580
"2010",2277,197,1.1e+07,490000,10500000,153,5.2,4843,"7","1",23454649,954071
"2011",2278,197,1600000,1400,1600000,98,5.8,6006,"5","4",36072036,1183182
"2012",2280,198,5300000,3800000,1500000,96,2.8,3693,"7","3",13638249,731214
"2013",2281,198,9700000,7500000,2200000,105,3.6,25166,"7","3",633327556,4982868
"2014",2282,199,5900000,5700000,224000,95,4.3,5278,"5","3",27857284,1050322
"2015",2283,199,4700000,3600000,1100000,106,6.5,44135,"8","8",1947898225,8782865
"2016",2284,200,5100000,5100000,17500,105,6,11332,"5","4",128414224,2266400
"2017",2285,200,9400000,6900000,2500000,122,7.4,94550,"6","2",8939702500,18910000
"2018",2286,200,4700000,305000,4400000,97,7.3,66975,"8","8",4485650625,13395000
"2019",2287,201,5900000,5600000,278000,88,5.7,5263,"5","4",27699169,1057863
"2020",2288,201,9400000,7500000,1900000,106,6.8,19315,"8","8",373069225,3882315
"2021",2289,201,9e+06,930000,8000000,120,6.5,21359,"6","2",456206881,4293159
"2022",2290,201,5100000,2500000,2600000,96,7.6,29795,"8","8",887742025,5988795
"2023",2291,202,8800000,2200000,6600000,167,8.2,102189,"7","1",10442591721,20642178
"2024",2292,202,9300000,289000,9000000,122,7.1,8731,"6","2",76230361,1763662
"2025",2293,202,4300000,4000000,280000,87,6.6,10686,"8","8",114190596,2158572
"2026",2294,202,6e+06,1700000,4300000,112,7.5,125504,"8","2",15751254016,25351808
"2027",2295,202,3900000,231000,3700000,84,7.1,4568,"8","8",20866624,922736
"2028",2296,203,4100000,1500000,2700000,94,7,6046,"8","8",36554116,1227338
"2029",2297,203,5900000,754000,5100000,186,7.9,18529,"2","1",343323841,3761387
"2030",2298,203,9800000,9800000,14700,130,7.3,18843,"6","2",355058649,3825129
"2031",2299,203,4200000,237000,4000000,94,6.4,84862,"8","8",7201559044,17226986
"2032",2300,203,5800000,1000000,4800000,88,6.6,94661,"8","8",8960704921,19216183
"2033",2301,203,4600000,2600000,2000000,93,5.5,6251,"5","4",39075001,1268953
"2034",2302,204,3900000,3400000,523000,110,6.7,10735,"8","8",115240225,2189940
"2035",2303,204,4100000,3100000,958000,107,7.7,22619,"8","8",511619161,4614276
"2036",2304,204,9300000,7900000,1400000,160,6.1,17244,"7","1",297355536,3517776
"2037",2305,205,1900000,965000,904000,125,6.9,19643,"6","2",385847449,4026815
"2038",2306,205,4600000,3300000,1300000,86,7.1,3048,"8","8",9290304,624840
"2039",2307,205,8200000,8100000,107000,91,5.5,7520,"5","4",56550400,1541600
"2040",2308,205,4500000,356000,4100000,156,7,8940,"7","1",79923600,1832700
"2041",2309,205,4e+06,217000,3800000,109,6.1,31944,"8","4",1020419136,6548520
"2042",2310,205,9200000,697000,8500000,140,6.8,4559,"6","1",20784481,934595
"2043",2311,205,8900000,8200000,684000,109,7,18590,"8","8",345588100,3810950
"2044",2312,205,2400000,2300000,99700,116,6.8,47125,"6","2",2220765625,9660625
"2045",2313,205,4100000,1000000,3100000,105,7.1,11504,"8","8",132342016,2358320
"2046",2314,205,2800000,2700000,97100,88,6.9,4229,"8","8",17884441,866945
"2047",2315,206,4100000,647000,3400000,110,6.7,6061,"8","8",36735721,1248566
"2048",2316,206,3900000,1000000,2800000,118,7,3108,"6","2",9659664,640248
"2049",2317,206,4400000,32900,4400000,106,5.9,11805,"5","4",139358025,2431830
"2050",2318,206,8200000,3300000,4900000,87,5.7,194,"5","4",37636,39964
"2051",2319,206,5700000,32800,5700000,90,3.9,11762,"7","3",138344644,2422972
"2052",2320,207,4e+06,3700000,360000,87,7.5,2517,"8","8",6335289,521019
"2053",2321,207,3700000,1600000,2100000,132,7.1,10936,"6","2",119596096,2263752
"2054",2322,207,8700000,8100000,599000,90,3.6,10334,"7","3",106791556,2139138
"2055",2323,207,8800000,6400000,2400000,102,6.2,35587,"5","4",1266434569,7366509
"2056",2324,207,4300000,719000,3600000,138,7.6,25372,"6","2",643738384,5252004
"2057",2325,207,3500000,3300000,195000,107,6.8,48005,"8","8",2304480025,9937035
"2058",2326,208,954000,725000,229000,98,6.2,5155,"5","8",26574025,1072240
"2059",2327,208,4700000,1600000,3100000,87,7.2,30649,"8","8",939361201,6374992
"2060",2328,208,7700000,5500000,2200000,100,7.1,101590,"8","8",10320528100,21130720
"2061",2329,208,8700000,191000,8500000,167,6.9,11005,"7","1",121110025,2289040
"2062",2330,208,4200000,4200000,5900,96,6.9,5265,"8","8",27720225,1095120
"2063",2331,209,3700000,219000,3500000,137,5.9,3501,"6","1",12257001,731709
"2064",2332,209,3400000,2500000,926000,101,4.7,9235,"5","3",85285225,1930115
"2065",2333,209,7500000,7000000,438000,116,6.2,21386,"8","4",457360996,4469674
"2066",2334,209,8600000,7400000,1300000,113,6,48624,"8","4",2364293376,10162416
"2067",2335,209,4100000,450000,3600000,98,7.5,38543,"8","8",1485562849,8055487
"2068",2336,210,2300000,2200000,149000,118,4.1,6810,"7","3",46376100,1430100
"2069",2337,210,3600000,107000,3500000,113,6.5,2986,"8","8",8916196,627060
"2070",2338,210,4400000,709000,3700000,95,7,24710,"8","8",610584100,5189100
"2071",2339,210,4100000,1700000,2400000,135,6.6,5891,"6","2",34703881,1237110
"2072",2340,210,8500000,3300000,5300000,118,7.2,26768,"6","2",716525824,5621280
"2073",2341,210,7400000,7100000,342000,99,3.2,8543,"7","3",72982849,1794030
"2074",2342,210,3500000,109000,3300000,98,6.8,34175,"8","8",1167930625,7176750
"2075",2343,211,3400000,3100000,304000,141,6.8,3710,"6","1",13764100,782810
"2076",2344,211,8400000,5800000,2600000,124,5.9,19630,"6","2",385336900,4141930
"2077",2345,211,3500000,456000,3100000,113,6.7,21987,"8","8",483428169,4639257
"2078",2346,212,3200000,2900000,309000,78,6.1,5560,"5","4",30913600,1178720
"2079",2347,212,3300000,2500000,743000,80,7,19386,"8","8",375816996,4109832
"2080",2348,212,7300000,3300000,3900000,95,7.1,12031,"8","8",144744961,2550572
"2081",2349,212,8300000,6900000,1400000,95,4,8402,"7","3",70593604,1781224
"2082",2350,212,3800000,354000,3400000,106,4.7,8527,"5","3",72709729,1807724
"2083",2351,213,3900000,829000,3100000,128,7.2,19811,"6","2",392475721,4219743
"2084",2352,214,2900000,2200000,725000,94,7.1,31728,"8","8",1006665984,6789792
"2085",2353,214,8200000,872000,7300000,122,7.7,58404,"6","2",3411027216,12498456
"2086",2354,214,3900000,1700000,2200000,108,7.6,3025,"8","8",9150625,647350
"2087",2355,214,2900000,1600000,1300000,123,6,11508,"6","2",132434064,2462712
"2088",2356,214,3200000,1100000,2100000,103,6.4,41262,"8","8",1702552644,8830068
"2089",2357,215,2800000,1200000,1600000,117,7.3,30769,"6","2",946731361,6615335
"2090",2358,215,2900000,1300000,1600000,110,6.3,9944,"8","8",98883136,2137960
"2091",2359,215,2900000,2800000,60300,110,6.3,4473,"8","8",20007729,961695
"2092",2360,215,3200000,8500,3200000,92,6.1,752,"8","4",565504,161680
"2093",2361,216,3500000,398000,3100000,132,6.6,14034,"6","2",196953156,3031344
"2094",2362,216,3600000,1700000,1900000,106,7.4,55187,"8","8",3045604969,11920392
"2095",2363,216,8e+06,1100000,6900000,107,5.9,10538,"5","4",111049444,2276208
"2096",2364,216,7800000,1000000,6800000,125,7,9014,"6","2",81252196,1947024
"2097",2365,216,3200000,810000,2400000,104,6.8,9643,"8","8",92987449,2082888
"2098",2366,216,2600000,184000,2400000,93,5.7,11588,"5","4",134281744,2503008
"2099",2367,217,2700000,1600000,1200000,115,6.3,11026,"8","8",121572676,2392642
"2100",2368,217,3600000,1500000,2100000,91,7.4,21510,"8","8",462680100,4667670
"2101",2369,217,7600000,365000,7300000,145,4.9,2070,"7","1",4284900,449190
"2102",2370,217,2500000,1100000,1400000,135,2.5,10318,"7","3",106461124,2239006
"2103",2371,218,2700000,2100000,642000,105,6.6,12509,"8","8",156475081,2726962
"2104",2372,218,3500000,872000,2600000,107,6.5,16425,"8","8",269780625,3580650
"2105",2373,218,7800000,4000000,3800000,98,5.9,29872,"5","4",892336384,6512096
"2106",2374,218,3e+06,2500000,547000,108,6.5,8166,"8","8",66683556,1780188
"2107",2375,219,3e+06,2800000,202000,114,8.1,48607,"8","2",2362640449,10644933
"2108",2376,219,2300000,1700000,622000,108,7.8,3198,"8","8",10227204,700362
"2109",2377,219,3500000,924000,2500000,85,6.4,3892,"8","8",15147664,852348
"2110",2378,219,3200000,2300000,940000,105,7.9,4196,"8","8",17606416,918924
"2111",2379,219,6200000,384000,5800000,104,6.8,12398,"8","8",153710404,2715162
"2112",2380,219,7500000,7500000,15800,98,6.1,3486,"5","4",12152196,763434
"2113",2381,219,2300000,1200000,1200000,144,5.3,11303,"7","1",127757809,2475357
"2114",2382,220,2700000,1600000,1000000,114,6.2,5451,"8","4",29713401,1199220
"2115",2383,220,3400000,2700000,721000,106,6.9,21388,"8","8",457446544,4705360
"2116",2384,220,7600000,970000,6700000,101,6.8,23941,"8","8",573171481,5267020
"2117",2385,220,2100000,1100000,935000,155,5.4,6706,"7","1",44970436,1475320
"2118",2386,221,3400000,943000,2400000,170,6.2,5720,"7","1",32718400,1264120
"2119",2387,221,7400000,1100000,6300000,150,7.1,6278,"7","1",39413284,1387438
"2120",2388,222,3300000,3100000,242000,80,4.3,4262,"7","3",18164644,946164
"2121",2389,222,2900000,519000,2300000,127,6.9,11959,"6","2",143017681,2654898
"2122",2390,222,1600000,357000,1200000,93,6.2,36363,"8","8",1322267769,8072586
"2123",2391,222,3700000,3400000,336000,86,6.7,56338,"8","8",3173970244,12507036
"2124",2392,223,2800000,337000,2400000,98,6.4,12402,"8","8",153809604,2765646
"2125",2393,223,7300000,487000,6800000,110,4.1,1818,"7","3",3305124,405414
"2126",2394,223,3700000,138000,3600000,98,5.9,27265,"5","4",743380225,6080095
"2127",2395,224,2e+06,1800000,221000,104,7,12764,"8","8",162919696,2859136
"2128",2396,224,1600000,1400000,179000,103,6.3,5145,"8","8",26471025,1152480
"2129",2397,224,1700000,1000000,695000,126,7.4,15732,"6","2",247495824,3523968
"2130",2398,225,2700000,2600000,135000,84,7.6,4932,"8","8",24324624,1109700
"2131",2399,225,5900000,1300000,4600000,105,6,23225,"5","4",539400625,5225625
"2132",2400,225,2500000,2300000,272000,99,7.2,32691,"8","8",1068701481,7355475
"2133",2401,226,1200000,1000000,164000,104,7.1,11999,"8","8",143976001,2711774
"2134",2402,226,1900000,1300000,668000,106,6.9,16427,"8","8",269846329,3712502
"2135",2404,226,5700000,4300000,1400000,101,6.7,9794,"8","8",95922436,2213444
"2136",2405,226,1600000,855000,761000,151,5.8,5636,"7","1",31764496,1273736
"2137",2406,227,5500000,2000000,3500000,101,6.4,30638,"8","8",938687044,6954826
"2138",2407,227,7200000,3600000,3600000,106,6.8,24940,"8","8",622003600,5661380
"2139",2408,227,3500000,3000000,548000,102,6.9,46280,"8","8",2141838400,10505560
"2140",2409,228,1500000,1400000,82400,93,7.4,6613,"8","8",43731769,1507764
"2141",2410,228,7100000,7100000,37100,104,6.1,5977,"5","4",35724529,1362756
"2142",2411,228,7e+06,6600000,389000,87,5.3,20218,"5","4",408767524,4609704
"2143",2412,228,1400000,1300000,105000,93,7.5,20980,"8","8",440160400,4783440
"2144",2413,229,1400000,709000,648000,130,5.4,3883,"7","1",15077689,889207
"2145",2414,230,5100000,302000,4800000,105,6.8,2907,"8","8",8450649,668610
"2146",2415,230,3300000,539000,2800000,129,6.8,60501,"6","2",3660371001,13915230
"2147",2416,230,2300000,11600,2300000,108,6,1117,"8","4",1247689,256910
"2148",2417,231,1800000,663000,1200000,163,7,32660,"7","1",1066675600,7544460
"2149",2418,231,266000,10000,256000,104,5.8,4213,"5","4",17749369,973203
"2150",2419,231,2400000,371000,2000000,80,5.7,8098,"5","4",65577604,1870638
"2151",2420,232,2400000,674000,1700000,105,6.7,2476,"8","8",6130576,574432
"2152",2421,232,4900000,228000,4700000,100,5.7,4806,"5","4",23097636,1114992
"2153",2422,232,6700000,1100000,5600000,104,5.6,25640,"5","4",657409600,5948480
"2154",2423,232,3200000,3000000,123000,107,5.5,13745,"5","4",188925025,3188840
"2155",2424,232,6800000,484000,6300000,137,6.3,2673,"6","1",7144929,620136
"2156",2425,232,2300000,3500,2300000,89,5.8,2682,"5","4",7193124,622224
"2157",2426,233,2200000,782000,1400000,106,7.1,9586,"8","8",91891396,2233538
"2158",2427,233,6300000,4700000,1600000,94,4.6,11780,"5","3",138768400,2744740
"2159",2428,233,6500000,7100,6500000,132,4.6,121,"7","3",14641,28193
"2160",2429,233,3100000,5000,3100000,87,6.4,30570,"8","8",934524900,7122810
"2161",2430,234,4700000,2700000,2000000,106,7.2,81042,"8","8",6567805764,18963828
